Welches ist das Lieblingsgetränk vom Dude in „The Big Lebowski“?;Bier;Cuba Libre;White Russian;Wein;3
Mit welchem Film wurde Sylvester Stallone berühmt?;Rambo;Rocky;Demolition Man;Judge Dredd;2
Wie sieht Doctor Who's Gefährt aus, womit er durch Raum und Zeit reist?;Schwarze Telefonzelle;Grünes Raumschiff;Blaue Telefonzelle;Graue Kapsel;3
Welche Tiere werden im Film „Star Trek 4“ in der Vergangenheit gerettet?;Schimpansen;Delfine;Dinosaurier;Wale;4
Welche Szene zählt zu den bekanntesten im Blues Brother Film?;Explodierendes Gebäude;Auftritt der Western-Band;Zerstörte Polizeiautos;Verhaftung der Band;3
Welches Schulfach müssen Bill und Ted in „Bill & Teds verrückte Reise durch die Zeit“ bestehen?;Geschichte;Englisch;Mathe;Biologie;1
Welche Gestalt nimmt der böse Gott am Ende des Films „Ghostbusters“ an?;Riesenaffe;Riesenechse;Marshmallow Mann;Donut Mann;3
Wie viele Oscars gewann der Film „Titanic“?;8;14;10;11;4
Welcher Planet wird in „Star Wars Episode IV: A New Hope“ zerstört?;Alderaan;Tatooine;Kashyyyk;Hoth;1
Welchen Geburtstag feiert Bilbo Baggins im Film „Der Herr der Ringe: Die Gefährten“?;100.;111.;99.;123.;2
Wer spielt die Hauptfigur im Film „Die Hard“?;Arnold Schwarzenegger;Tom Cruise;Jean-Claude Van Damme;Bruce Willis;4
Wie heißt die Widerstandsgruppe, in der Brian im Film „Monty Python: Das Leben des Brian“ mitmacht?;Judäische Volksfront;Kampagne für ein freies Galiläa;Volksfront von Judäa;Populäre Front;3
Mit welcher Waffe befreit Butch seinen Ex-Boss Marsellus im Film „Pulp Fiction“?;Katana;Hammer;Motorsäge;Baseballschläger;1
Wer spielte die Hauptfigur im Film „Der Zauberer von Oz“ von 1939?;Judy Garland;Doris Day;Marilyn Monroe;Audrey Hepburn;1
Welcher Hitchcock-Film zählt als einer der besten Horrorfilme aller Zeiten?;Die Vögel;Psycho;Der Exorzist;Bei Anruf Mord;2
Wie heißt der Serienkiller im Film „The Texas Chain Saw Massacre“?;Pennywise/ES;Freddy Krueger;Jason Voorhees;Leatherface;4
Wer spielt die Hauptfigur im Film „Blade Runner“ von 1982?;Dolph Lundgren;Rutger Hauer;Harrison Ford;Mel Gibson;3
Woraus besteht die Nahrung Soylent Green im gleichnamigen Film von 1973?;Soja;Linsen;Rinder;Menschen;4
Wie viele Brüder hatte James Ryan im Film „Der Soldat James Ryan“?;1;2;3;4;3
Welcher Film spielte bisher am meisten Geld ein?;Frozen;The Avengers;Titanic;Avatar;4
Wie heißt das Schwert von Bilbo Baggins im Film „Der Hobbit: Eine unerwartete Reise“?;Stich;Orcrist;Glamdring;Narsil;1
Wie heißt Harry Potter's Eule?;Nagini;Hedwig;Krätze;Krummbein;2
Zu welcher Spezies gehört Nemo im Film „Findet Nemo“?;Palettendoktorfisch;Clownfisch;Halfterfisch;Königs-Feenbarsch;3
Womit werden im Film „Independence Day“ die Schutzschilde der Raumschiffe deaktiviert?;Atombombe;Sabotage;Raketen;Computervirus;4
Wie ist der Hacker-Spitzname von der Hauptfigur im Film „Hackers“ von 1995?;Acid Burn;Phantom Phreak;Crash Override;Cereal Killer;3
Gegen welchen ägyptischen Gott kämpfen die Hauptfiguren im Film „Stargate“ von 1994?;Ra;Apophis;Horus;Seth;1
In welches Körperteil wird Forrest Gump im gleichnamigen Film in Vietnam angeschossen?;Arm;Bein;Hintern;Rücken;3
